"","x"
"22598","1981 Mark Corey"
"22599","1981 Mark Funderburk"
"22600","1981 Mark Wagner"
"22601","1981 Marshall Edwards"
"22602","1981 Marty Castillo"
"22603","1981 Matt Alexander"
"22604","1981 Matt Sinatro"
"22605","1981 Max Venable"
"22606","1981 Mel Hall"
"22607","1981 Mick Kelleher"
"22608","1981 Mickey Hatcher"
"22609","1981 Mickey Klutts"
"22610","1981 Mickey Rivers"
"22611","1981 Miguel Dilone"
"22612","1981 Mike Cubbage"
"22613","1981 Mike Davis"
"22614","1981 Mike Easler"
"22615","1981 Mike Fischlin"
"22616","1981 Mike Gates"
"22617","1981 Mike Hargrove"
"22618","1981 Mike Heath"
"22619","1981 Mike Howard"
"22620","1981 Mike Ivie"
"22621","1981 Mike Jorgensen"
"22622","1981 Mike Lum"
"22623","1981 Mike Marshall"
"22624","1981 Mike O'Berry"
"22625","1981 Mike Patterson"
"22626","1981 Mike Phillips"
"22627","1981 Mike Ramsey"
"22628","1981 Mike Sadek"
"22629","1981 Mike Schmidt"
"22630","1981 Mike Scioscia"
"22631","1981 Mike Squires"
"22632","1981 Mike Tyson"
"22633","1981 Mike Vail"
"22634","1981 Milt May"
"22635","1981 Mitchell Page"
"22636","1981 Mookie Wilson"
"22637","1981 Ned Yost"
"22638","1981 Nelson Norman"
"22639","1981 Omar Moreno"
"22640","1981 Onix Concepcion"
"22641","1981 Orlando Sanchez"
"22642","1981 Oscar Gamble"
"22643","1981 Otto Velez"
"22644","1981 Ozzie Smith"
"22645","1981 Ozzie Virgil"
"22646","1981 Pat Kelly"
"22647","1981 Pat Putnam"
"22648","1981 Pat Rooney"
"22649","1981 Pat Sheridan"
"22650","1981 Pat Tabler"
"22651","1981 Paul Householder"
"22652","1981 Paul Molitor"
"22653","1981 Paul Runge"
"22654","1981 Paul Serna"
"22655","1981 Pedro Guerrero"
"22656","1981 Pepe Frias"
"22657","1981 Pete Mackanin"
"22658","1981 Pete Rose"
"22659","1981 Phil Garner"
"22660","1981 Rafael Landestoy"
"22661","1981 Rafael Ramirez"
"22662","1981 Ramon Aviles"
"22663","1981 Rance Mulliniks"
"22664","1981 Randy Bass"
"22665","1981 Ray Knight"
"22666","1981 Ray Smith"
"22667","1981 Reggie Jackson"
"22668","1981 Reggie Smith"
"22669","1981 Reggie Walton"
"22670","1981 Reid Nichols"
"22671","1981 Rennie Stennett"
"22672","1981 Rich Dauer"
"22673","1981 Rich Gedman"
"22674","1981 Richie Hebner"
"22675","1981 Richie Zisk"
"22676","1981 Rick Auerbach"
"22677","1981 Rick Bosetti"
"22678","1981 Rick Burleson"
"22679","1981 Rick Cerone"
"22680","1981 Rick Dempsey"
"22681","1981 Rick Leach"
"22682","1981 Rick Lisi"
"22683","1981 Rick Manning"
"22684","1981 Rick Miller"
"22685","1981 Rick Monday"
"22686","1981 Rick Peters"
"22687","1981 Rick Sofield"
"22688","1981 Rickey Henderson"
"22689","1981 Rob Picciolo"
"22690","1981 Rob Wilfong"
"22691","1981 Robin Yount"
"22692","1981 Rod Carew"
"22693","1981 Rodney Scott"
"22694","1981 Ron Cey"
"22695","1981 Ron Gardenhire"
"22696","1981 Ron Hassey"
"22697","1981 Ron Hodges"
"22698","1981 Ron Jackson"
"22699","1981 Ron LeFlore"
"22700","1981 Ron Oester"
"22701","1981 Ron Pruitt"
"22702","1981 Ron Roenicke"
"22703","1981 Ron Washington"
"22704","1981 Rowland Office"
"22705","1981 Roy Howell"
"22706","1981 Roy Smalley"
"22707","1981 Rufino Linares"
"22708","1981 Ruppert Jones"
"22709","1981 Rusty Kuntz"
"22710","1981 Rusty Staub"
"22711","1981 Ryne Sandberg"
"22712","1981 Sal Bando"
"22713","1981 Sal Butera"
"22714","1981 Sam Mejias"
"22715","1981 Scot Thompson"
"22716","1981 Scott Fletcher"
"22717","1981 Scott Loucks"
"22718","1981 Shooty Babitt"
"22719","1981 Sixto Lezcano"
"22720","1981 Stan Papi"
"22721","1981 Steve Balboni"
"22722","1981 Steve Braun"
"22723","1981 Steve Dillard"
"22724","1981 Steve Garvey"
"22725","1981 Steve Henderson"
"22726","1981 Steve Kemp"
"22727","1981 Steve Lubratich"
"22728","1981 Steve Nicosia"
"22729","1981 Steve Sax"
"22730","1981 Steve Swisher"
"22731","1981 Steve Yeager"
"22732","1981 Ted Cox"
"22733","1981 Ted Simmons"
"22734","1981 Terry Crowley"
"22735","1981 Terry Francona"
"22736","1981 Terry Harper"
"22737","1981 Terry Kennedy"
"22738","1981 Terry Puhl"
"22739","1981 Thad Bosley"
"22740","1981 Tim Blackwell"
"22741","1981 Tim Corcoran"
"22742","1981 Tim Flannery"
"22743","1981 Tim Foli"
"22744","1981 Tim Hosley"
"22745","1981 Tim Ireland"
"22746","1981 Tim Laudner"
"22747","1981 Tim Raines"
"22748","1981 Tim Tolman"
"22749","1981 Tim Wallach"
"22750","1981 Tito Landrum"
"22751","1981 Toby Harrah"
"22752","1981 Tom Brookens"
"22753","1981 Tom Brunansky"
"22754","1981 Tom Herr"
"22755","1981 Tom Hutton"
"22756","1981 Tom Paciorek"
"22757","1981 Tom Poquette"
"22758","1981 Tom Veryzer"
"22759","1981 Tom Wieghaus"
"22760","1981 Tony Armas"
"22761","1981 Tony Bernazard"
"22762","1981 Tony Johnson"
"22763","1981 Tony Pena"
"22764","1981 Tony Perez"
"22765","1981 Tony Scott"
"22766","1981 Tucker Ashford"
"22767","1981 Tye Waller"
"22768","1981 U L Washington"
"22769","1981 Vance Law"
"22770","1981 Vance McHenry"
"22771","1981 Von Hayes"
"22772","1981 Wallace Johnson"
"22773","1981 Wally Backman"
"22774","1981 Warren Cromartie"
"22775","1981 Wayne Gross"
"22776","1981 Wayne Krenchicki"
"22777","1981 Wayne Nordhagen"
"22778","1981 Wayne Tolleson"
"22779","1981 Willie Aikens"
"22780","1981 Willie Montanez"
"22781","1981 Willie Randolph"
"22782","1981 Willie Royster"
"22783","1981 Willie Stargell"
"22784","1981 Willie Upshaw"
"22785","1981 Willie Wilson"
"22786","1982 Al Bumbry"
"22787","1982 Al Cowens"
"22788","1982 Al Oliver"
"22789","1982 Al Woods"
"22790","1982 Alan Ashby"
"22791","1982 Alan Bannister"
"22792","1982 Alan Knicely"
"22793","1982 Alan Trammell"
"22794","1982 Alan Wiggins"
"22795","1982 Alejandro Sanchez"
"22796","1982 Alex Taveras"
"22797","1982 Alex Trevino"
"22798","1982 Alfredo Griffin"
"22799","1982 Amos Otis"
"22800","1982 Andre Dawson"
"22801","1982 Andre Robertson"
"22802","1982 Andre Thornton"
"22803","1982 Art Howe"
"22804","1982 Aurelio Rodriguez"
"22805","1982 Bake McBride"
"22806","1982 Barry Bonnell"
"22807","1982 Barry Evans"
"22808","1982 Barry Foote"
"22809","1982 Ben Oglivie"
"22810","1982 Benny Ayala"
"22811","1982 Biff Pocoroba"
"22812","1982 Bill Almon"
"22813","1982 Bill Buckner"
"22814","1982 Bill Doran"
"22815","1982 Bill Fahey"
"22816","1982 Bill Madlock"
"22817","1982 Bill Nahorodny"
"22818","1982 Bill Robinson"
"22819","1982 Bill Russell"
"22820","1982 Bill Sample"
"22821","1982 Bill Stein"
"22822","1982 Bo Diaz"
"22823","1982 Bob Bailor"
"22824","1982 Bob Boone"
"22825","1982 Bob Brenly"
"22826","1982 Bob Dernier"
"22827","1982 Bob Horner"
"22828","1982 Bob Johnson"
"22829","1982 Bob Kearney"
"22830","1982 Bob Molinaro"
"22831","1982 Bob Porter"
"22832","1982 Bob Skube"
"22833","1982 Bob Watson"
"22834","1982 Bob Welch"
"22835","1982 Bobby Bonner"
"22836","1982 Bobby Brown"
"22837","1982 Bobby Clark"
"22838","1982 Bobby Grich"
"22839","1982 Bobby Mitchell"
"22840","1982 Bobby Murcer"
"22841","1982 Bobby Ramos"
"22842","1982 Bombo Rivera"
"22843","1982 Brad Gulden"
"22844","1982 Brad Mills"
"22845","1982 Brad Wellman"
"22846","1982 Brett Butler"
"22847","1982 Brian Downing"
"22848","1982 Brian Giles"
"22849","1982 Brian Harper"
"22850","1982 Broderick Perkins"
"22851","1982 Bruce Benedict"
"22852","1982 Bruce Bochte"
"22853","1982 Bruce Bochy"
"22854","1982 Bryan Little"
"22855","1982 Buck Martinez"
"22856","1982 Bucky Dent"
"22857","1982 Bud Bulling"
"22858","1982 Buddy Bell"
"22859","1982 Buddy Biancalana"
"22860","1982 Bump Wills"
"22861","1982 Butch Benton"
"22862","1982 Butch Hobson"
"22863","1982 Butch Wynegar"
"22864","1982 Cal Ripken Jr."
"22865","1982 Candy Maldonado"
"22866","1982 Carl Yastrzemski"
"22867","1982 Carlton Fisk"
"22868","1982 Carmen Castillo"
"22869","1982 Carney Lansford"
"22870","1982 Cecil Cooper"
"22871","1982 Cesar Cedeno"
"22872","1982 Cesar Geronimo"
"22873","1982 Champ Summers"
"22874","1982 Charlie Moore"
"22875","1982 Chet Lemon"
"22876","1982 Chili Davis"
"22877","1982 Chris Bando"
"22878","1982 Chris Chambliss"
"22879","1982 Chris Nyman"
"22880","1982 Chris Speier"
"22881","1982 Claudell Washington"
"22882","1982 Cliff Johnson"
"22883","1982 Clint Hurdle"
"22884","1982 Craig Reynolds"
"22885","1982 Dale Berra"
"22886","1982 Dale Murphy"
"22887","1982 Damaso Garcia"
"22888","1982 Dan Briggs"
"22889","1982 Dan Driessen"
"22890","1982 Dan Firova"
"22891","1982 Dan Ford"
"22892","1982 Dan Meyer"
"22893","1982 Dan Norman"
"22894","1982 Dane Iorg"
"22895","1982 Danny Goodwin"
"22896","1982 Danny Heep"
"22897","1982 Darrell Brown"
"22898","1982 Darrell Evans"
"22899","1982 Darrell Porter"
"22900","1982 Daryl Sconiers"
"22901","1982 Dave Baker"
"22902","1982 Dave Bergman"
"22903","1982 Dave Collins"
"22904","1982 Dave Concepcion"
"22905","1982 Dave Edler"
"22906","1982 Dave Edwards"
"22907","1982 Dave Engle"
"22908","1982 Dave Henderson"
"22909","1982 Dave Hostetler"
"22910","1982 Dave Kingman"
"22911","1982 Dave McKay"
"22912","1982 Dave Parker"
"22913","1982 Dave Revering"
"22914","1982 Dave Roberts"
"22915","1982 Dave Sax"
"22916","1982 Dave Stapleton"
"22917","1982 Dave Stegman"
"22918","1982 Dave Vangorder"
"22919","1982 Dave Winfield"
"22920","1982 Davey Lopes"
"22921","1982 David Green"
"22922","1982 Del Unser"
"22923","1982 Dennis Werth"
"22924","1982 Denny Walling"
"22925","1982 Derrel Thomas"
"22926","1982 Dick Davis"
"22927","1982 Dickie Thon"
"22928","1982 Domingo Ramos"
"22929","1982 Don Baylor"
"22930","1982 Don Crow"
"22931","1982 Don Mattingly"
"22932","1982 Don Money"
"22933","1982 Don Slaught"
"22934","1982 Don Werner"
"22935","1982 Doug DeCinces"
"22936","1982 Doug Flynn"
"22937","1982 Doug Frobel"
"22938","1982 Doug Gwosdz"
"22939","1982 Duane Kuiper"
"22940","1982 Duane Walker"
"22941","1982 Dusty Baker Jr."
"22942","1982 Dwayne Murphy"
"22943","1982 Dwight Evans"
"22944","1982 Ed Jurak"
"22945","1982 Ed Romero"
"22946","1982 Eddie Miller"
"22947","1982 Eddie Milner"
"22948","1982 Eddie Murray"
"22949","1982 Eddie Vargas"
"22950","1982 Edwin Rodriguez"
"22951","1982 Ellis Valentine"
"22952","1982 Enos Cabell"
"22953","1982 Ernie Whitt"
"22954","1982 Fernando Valenzuela"
"22955","1982 Floyd Rayford"
"22956","1982 Frank Taveras"
"22957","1982 Frank White"
"22958","1982 Fred Lynn"
"22959","1982 Fred Stanley"
"22960","1982 Garry Hancock"
"22961","1982 Garry Maddox"
"22962","1982 Garry Templeton"
"22963","1982 Garth Iorg"
"22964","1982 Gary Allenson"
"22965","1982 Gary Carter"
"22966","1982 Gary Gaetti"
"22967","1982 Gary Gray"
"22968","1982 Gary Matthews"
"22969","1982 Gary Pettis"
"22970","1982 Gary Rajsich"
"22971","1982 Gary Redus"
"22972","1982 Gary Roenicke"
"22973","1982 Gary Ward"
"22974","1982 Gary Woods"
"22975","1982 Gene Richards"
"22976","1982 Gene Roof"
"22977","1982 Gene Tenace"
"22978","1982 Geno Petralli"
"22979","1982 George Brett"
"22980","1982 George Foster"
"22981","1982 George Hendrick"
"22982","1982 George Hinshaw"
"22983","1982 George Vukovich"
"22984","1982 George Wright"
"22985","1982 German Barranca"
"22986","1982 Glenn Adams"
"22987","1982 Glenn Brummer"
"22988","1982 Glenn Gulliver"
"22989","1982 Glenn Hoffman"
"22990","1982 Glenn Hubbard"
"22991","1982 Glenn Wilson"
"22992","1982 Gorman Thomas"
"22993","1982 Graig Nettles"
"22994","1982 Greg Brock"
"22995","1982 Greg Gross"
"22996","1982 Greg Luzinski"
"22997","1982 Greg Pryor"
"22998","1982 Greg Walker"
"22999","1982 Greg Wells"
"23000","1982 Guy Sularz"
"23001","1982 Hal McRae"
"23002","1982 Harold Baines"
"23003","1982 Harry Spilman"
"23004","1982 Hector Cruz"
"23005","1982 Hosken Powell"
"23006","1982 Howard Johnson"
"23007","1982 Hubie Brooks"
"23008","1982 Ivan De Jesus"
"23009","1982 Jack Clark"
"23010","1982 Jack Perconte"
"23011","1982 Jamie Quirk"
"23012","1982 Jason Thompson"
"23013","1982 Jay Johnstone"
"23014","1982 Jay Loviglio"
"23015","1982 Jeff Burroughs"
"23016","1982 Jeff Newman"
"23017","1982 Jeff Ransom"
"23018","1982 Jeffrey Leonard"
"23019","1982 Jerry Dybzinski"
"23020","1982 Jerry Hairston"
"23021","1982 Jerry Manuel"
"23022","1982 Jerry Martin"
"23023","1982 Jerry Morales"
"23024","1982 Jerry Mumphrey"
"23025","1982 Jerry Remy"
"23026","1982 Jerry Royster"
"23027","1982 Jerry Turner"
"23028","1982 Jerry White"
"23029","1982 Jesse Barfield"
"23030","1982 Jesus Vega"
"23031","1982 Jim Dwyer"
"23032","1982 Jim Eisenreich"
"23033","1982 Jim Essian"
"23034","1982 Jim Gantner"
"23035","1982 Jim Maler"
"23036","1982 Jim Morrison"
"23037","1982 Jim Rice"
"23038","1982 Jim Smith"
"23039","1982 Jim Spencer"
"23040","1982 Jim Sundberg"
"23041","1982 Jim Wohlford"
"23042","1982 Jimmy Sexton"
"23043","1982 Jody Davis"
"23044","1982 Joe Charboneau"
"23045","1982 Joe Ferguson"
"23046","1982 Joe Lansford"
"23047","1982 Joe Lefebvre"
"23048","1982 Joe Morgan"
"23049","1982 Joe Nolan"
"23050","1982 Joe Pettini"
"23051","1982 Joe Pittman"
"23052","1982 Joe Rudi"
"23053","1982 Joe Simpson"
"23054","1982 Joel Youngblood"
"23055","1982 John Castino"
"23056","1982 John Lowenstein"
"23057","1982 John Mayberry"
"23058","1982 John Milner"
"23059","1982 John Moses"
"23060","1982 John Rabb"
"23061","1982 John Shelby"
"23062","1982 John Stearns"
"23063","1982 John Wathan"
"23064","1982 John Wockenfuss"
"23065","1982 Johnnie LeMaster"
"23066","1982 Johnny Bench"
"23067","1982 Johnny Grubb"
"23068","1982 Johnny Ray"
"23069","1982 Jorge Orta"
"23070","1982 Jose Barrios"
"23071","1982 Jose Cruz"
"23072","1982 Jose Moreno"
"23073","1982 Juan Beniquez"
"23074","1982 Juan Bonilla"
"23075","1982 Juan Espino"
"23076","1982 Julio Cruz"
"23077","1982 Julio Franco"
"23078","1982 Julio Gonzalez"
"23079","1982 Julio Valdez"
"23080","1982 Junior Kennedy"
"23081","1982 Junior Ortiz"
"23082","1982 Karl Pagel"
"23083","1982 Keith Hernandez"
"23084","1982 Keith Moreland"
"23085","1982 Kelly Heath"
"23086","1982 Kelly Paris"
"23087","1982 Kelvin Moore"
"23088","1982 Ken Griffey"
"23089","1982 Ken Landreaux"
"23090","1982 Ken Oberkfell"
"23091","1982 Ken Reitz"
"23092","1982 Ken Singleton"
"23093","1982 Ken Smith"
"23094","1982 Kent Hrbek"
"23095","1982 Kevin Bass"
"23096","1982 Kevin Bell"
"23097","1982 Kevin Rhomberg"
"23098","1982 Kiko Garcia"
"23099","1982 Kirk Gibson"
"23100","1982 Kurt Bevacqua"
"23101","1982 Lamar Johnson"
"23102","1982 Lance Parrish"
"23103","1982 Larry Biittner"
"23104","1982 Larry Bowa"
"23105","1982 Larry Cox"
"23106","1982 Larry Herndon"
"23107","1982 Larry Hisle"
"23108","1982 Larry Milbourne"
"23109","1982 Larry Owen"
"23110","1982 Larry Parrish"
"23111","1982 Larry Ray"
"23112","1982 Larry Whisenton"
"23113","1982 Lee Lacy"
"23114","1982 Lee May"
"23115","1982 Lee Mazzilli"
"23116","1982 Len Matuszek"
"23117","1982 Lenn Sakata"
"23118","1982 Lenny Faedo"
"23119","1982 Lenny Randle"
"23120","1982 Leon Durham"
"23121","1982 Leon Roberts"
"23122","1982 Lloyd Moseby"
"23123","1982 Lonnie Smith"
"23124","1982 Lorenzo Gray"
"23125","1982 Lou Piniella"
"23126","1982 Lou Whitaker"
"23127","1982 Luis Aguayo"
"23128","1982 Luis Pujols"
"23129","1982 Luis Salazar"
"23130","1982 Lynn Jones"
"23131","1982 Manny Castillo"
"23132","1982 Manny Trillo"
"23133","1982 Marc Hill"
"23134","1982 Marc Sullivan"
"23135","1982 Mario Mendoza"
"23136","1982 Mario Ramirez"
"23137","1982 Mark Belanger"
"23138","1982 Mark Bradley"
"23139","1982 Mark Brouhard"
"23140","1982 Mark DeJohn"
"23141","1982 Mark Ryal"
"23142","1982 Mark Wagner"
"23143","1982 Marshall Edwards"
"23144","1982 Marty Barrett"
"23145","1982 Marv Foley"
"23146","1982 Matt Sinatro"
"23147","1982 Max Venable"
"23148","1982 Mel Hall"
"23149","1982 Mick Kelleher"
"23150","1982 Mickey Hatcher"
"23151","1982 Mickey Klutts"
"23152","1982 Mickey Rivers"
"23153","1982 Miguel Dilone"
"23154","1982 Mike Davis"
"23155","1982 Mike Easler"
"23156","1982 Mike Fischlin"
"23157","1982 Mike Gates"
"23158","1982 Mike Hargrove"
"23159","1982 Mike Heath"
"23160","1982 Mike Howard"
"23161","1982 Mike Ivie"
"23162","1982 Mike Jorgensen"
"23163","1982 Mike Laga"
"23164","1982 Mike Marshall"
"23165","1982 Mike O'Berry"
"23166","1982 Mike Patterson"
"23167","1982 Mike Phillips"
"23168","1982 Mike Ramsey"
"23169","1982 Mike Richardt"
"23170","1982 Mike Schmidt"
"23171","1982 Mike Scioscia"
"23172","1982 Mike Squires"
"23173","1982 Mike Vail"
"23174","1982 Mike Young"
"23175","1982 Milt May"
"23176","1982 Mitchell Page"
"23177","1982 Mookie Wilson"
"23178","1982 Ned Yost"
"23179","1982 Nelson Norman"
"23180","1982 Nick Capra"
"23181","1982 Omar Moreno"
"23182","1982 Onix Concepcion"
"23183","1982 Orlando Mercado"
"23184","1982 Orlando Sanchez"
"23185","1982 Oscar Gamble"
"23186","1982 Otto Velez"
"23187","1982 Ozzie Smith"
"23188","1982 Ozzie Virgil"
"23189","1982 Pat Putnam"
"23190","1982 Pat Tabler"
"23191","1982 Paul Householder"
"23192","1982 Paul Molitor"
"23193","1982 Paul Serna"
"23194","1982 Paul Zuvella"
"23195","1982 Pedro Guerrero"
"23196","1982 Pedro Hernandez"
"23197","1982 Pete O'Brien"
"23198","1982 Pete Rose"
"23199","1982 Phil Garner"
"23200","1982 Phil Mankowski"
"23201","1982 Rafael Belliard"
"23202","1982 Rafael Landestoy"
"23203","1982 Rafael Ramirez"
"23204","1982 Rance Mulliniks"
"23205","1982 Randy Bass"
"23206","1982 Randy Bush"
"23207","1982 Randy Johnson"
"23208","1982 Ray Knight"
"23209","1982 Ray Smith"
"23210","1982 Reggie Jackson"
"23211","1982 Reggie Smith"
"23212","1982 Reggie Walton"
"23213","1982 Reid Nichols"
"23214","1982 Rich Dauer"
"23215","1982 Rich Gedman"
"23216","1982 Richie Hebner"
"23217","1982 Richie Zisk"
"23218","1982 Rick Bosetti"
"23219","1982 Rick Burleson"
"23220","1982 Rick Cerone"
"23221","1982 Rick Dempsey"
"23222","1982 Rick Lancellotti"
"23223","1982 Rick Langford"
"23224","1982 Rick Leach"
"23225","1982 Rick Manning"
"23226","1982 Rick Miller"
"23227","1982 Rick Monday"
"23228","1982 Rick Sweet"
"23229","1982 Rickey Henderson"
"23230","1982 Ricky Adams"
"23231","1982 Rob Picciolo"
"23232","1982 Rob Wilfong"
"23233","1982 Robin Yount"
"23234","1982 Rod Carew"
"23235","1982 Rod Craig"
"23236","1982 Rodney Scott"
"23237","1982 Roger LaFrancois"
"23238","1982 Ron Cey"
"23239","1982 Ron Gardenhire"
"23240","1982 Ron Hassey"
"23241","1982 Ron Hodges"
"23242","1982 Ron Jackson"
"23243","1982 Ron Johnson"
"23244","1982 Ron Kittle"
"23245","1982 Ron LeFlore"
"23246","1982 Ron Oester"
"23247","1982 Ron Pruitt"
"23248","1982 Ron Roenicke"
"23249","1982 Ron Tingley"
"23250","1982 Ron Washington"
"23251","1982 Ronn Reynolds"
"23252","1982 Rowland Office"
"23253","1982 Roy Howell"
"23254","1982 Roy Johnson"
"23255","1982 Roy Smalley"
"23256","1982 Rudy Law"
"23257","1982 Rufino Linares"
"23258","1982 Ruppert Jones"
"23259","1982 Rusty Kuntz"
"23260","1982 Rusty Staub"
"23261","1982 Rusty Tillman"
"23262","1982 Ryne Sandberg"
"23263","1982 Sal Butera"
"23264","1982 Scot Thompson"
"23265","1982 Scott Fletcher"
"23266","1982 Scott Loucks"
"23267","1982 Sixto Lezcano"
"23268","1982 Steve Balboni"
"23269","1982 Steve Braun"
"23270","1982 Steve Dillard"
"23271","1982 Steve Garvey"
"23272","1982 Steve Hammond"
"23273","1982 Steve Henderson"
"23274","1982 Steve Kemp"
"23275","1982 Steve Nicosia"
"23276","1982 Steve Sax"
"23277","1982 Steve Stroughter"
"23278","1982 Steve Swisher"
"23279","1982 Steve Yeager"
"23280","1982 Ted Simmons"
"23281","1982 Terry Bogener"
"23282","1982 Terry Crowley"
"23283","1982 Terry Francona"
"23284","1982 Terry Harper"
"23285","1982 Terry Kennedy"
"23286","1982 Terry Puhl"
"23287","1982 Thad Bosley"
"23288","1982 Tim Blackwell"
"23289","1982 Tim Flannery"
"23290","1982 Tim Foli"
"23291","1982 Tim Ireland"
"23292","1982 Tim Laudner"
"23293","1982 Tim Raines"
"23294","1982 Tim Tolman"
"23295","1982 Tim Wallach"
"23296","1982 Tito Landrum"
"23297","1982 Toby Harrah"
"23298","1982 Todd Cruz"
"23299","1982 Tom Brookens"
"23300","1982 Tom Brunansky"
"23301","1982 Tom Herr"
"23302","1982 Tom Lawless"
"23303","1982 Tom O'Malley"
"23304","1982 Tom Paciorek"
"23305","1982 Tom Poquette"
"23306","1982 Tom Veryzer"
"23307","1982 Tony Armas"
"23308","1982 Tony Bernazard"
"23309","1982 Tony Gwynn"
"23310","1982 Tony Johnson"
"23311","1982 Tony Pena"
"23312","1982 Tony Perez"
"23313","1982 Tony Phillips"
"23314","1982 Tony Scott"
"23315","1982 Tye Waller"
"23316","1982 U L Washington"
"23317","1982 Vance Law"
"23318","1982 Vance McHenry"
"23319","1982 Von Hayes"
"23320","1982 Wade Boggs"
"23321","1982 Wallace Johnson"
"23322","1982 Wally Backman"
"23323","1982 Warren Cromartie"
"23324","1982 Wayne Gross"
"23325","1982 Wayne Krenchicki"
"23326","1982 Wayne Nordhagen"
"23327","1982 Wayne Tolleson"
"23328","1982 Willie Aikens"
"23329","1982 Willie McGee"
"23330","1982 Willie Montanez"
"23331","1982 Willie Randolph"
"23332","1982 Willie Stargell"
"23333","1982 Willie Upshaw"
"23334","1982 Willie Wilson"
"23335","1983 Al Bumbry"
"23336","1983 Al Chambers"
"23337","1983 Al Cowens"
"23338","1983 Al Oliver"
"23339","1983 Alan Ashby"
"23340","1983 Alan Bannister"
"23341","1983 Alan Knicely"
"23342","1983 Alan Trammell"
"23343","1983 Alan Wiggins"
"23344","1983 Albert Hall"
"23345","1983 Alejandro Sanchez"
"23346","1983 Alex Taveras"
"23347","1983 Alex Trevino"
"23348","1983 Alfredo Griffin"
"23349","1983 Amos Otis"
"23350","1983 Andre Dawson"
"23351","1983 Andre Robertson"
"23352","1983 Andre Thornton"
"23353","1983 Andy Van Slyke"
"23354","1983 Angel Salazar"
"23355","1983 Aurelio Rodriguez"
"23356","1983 Bake McBride"
"23357","1983 Barry Bonnell"
"23358","1983 Ben Oglivie"
"23359","1983 Benny Ayala"
"23360","1983 Bert Campaneris"
"23361","1983 Bert Pena"
"23362","1983 Biff Pocoroba"
"23363","1983 Bill Almon"
"23364","1983 Bill Buckner"
"23365","1983 Bill Doran"
"23366","1983 Bill Fahey"
"23367","1983 Bill Lyons"
"23368","1983 Bill Madlock"
"23369","1983 Bill Robinson"
"23370","1983 Bill Russell"
"23371","1983 Bill Sample"
"23372","1983 Bill Schroeder"
"23373","1983 Bill Stein"
"23374","1983 Bo Diaz"
"23375","1983 Bob Bailor"
"23376","1983 Bob Boone"
"23377","1983 Bob Brenly"
"23378","1983 Bob Dernier"
"23379","1983 Bob Horner"
"23380","1983 Bob Johnson"
"23381","1983 Bob Jones"
"23382","1983 Bob Kearney"
"23383","1983 Bob Molinaro"
"23384","1983 Bob Skube"
"23385","1983 Bob Watson"
"23386","1983 Bobby Bonner"
"23387","1983 Bobby Brown"
"23388","1983 Bobby Clark"
"23389","1983 Bobby Grich"
"23390","1983 Bobby Meacham"
"23391","1983 Bobby Mitchell"
"23392","1983 Bobby Murcer"
"23393","1983 Bobby Ramos"
"23394","1983 Brad Komminsk"
"23395","1983 Brad Mills"
"23396","1983 Brad Wellman"
"23397","1983 Brett Butler"
"23398","1983 Brian Dayett"
"23399","1983 Brian Downing"
"23400","1983 Brian Giles"
"23401","1983 Brian Harper"
"23402","1983 Broderick Perkins"
"23403","1983 Brook Jacoby"
"23404","1983 Bruce Benedict"
"23405","1983 Bruce Bochy"
"23406","1983 Bryan Little"
"23407","1983 Buck Martinez"
"23408","1983 Bucky Dent"
"23409","1983 Bud Bulling"
"23410","1983 Buddy Bell"
"23411","1983 Buddy Biancalana"
"23412","1983 Butch Davis"
"23413","1983 Butch Wynegar"
"23414","1983 Cal Ripken Jr."
"23415","1983 Candy Maldonado"
"23416","1983 Carl Yastrzemski"
"23417","1983 Carlton Fisk"
"23418","1983 Carmelo Martinez"
"23419","1983 Carmen Castillo"
"23420","1983 Carney Lansford"
"23421","1983 Casey Parsons"
"23422","1983 Cecil Cooper"
"23423","1983 Cecil Espy"
"23424","1983 Cesar Cedeno"
"23425","1983 Cesar Geronimo"
"23426","1983 Champ Summers"
"23427","1983 Charlie Moore"
"23428","1983 Chet Lemon"
"23429","1983 Chico Walker"
"23430","1983 Chili Davis"
"23431","1983 Chris Bando"
"23432","1983 Chris Chambliss"
"23433","1983 Chris Nyman"
"23434","1983 Chris Smith"
"23435","1983 Chris Speier"
"23436","1983 Claudell Washington"
"23437","1983 Cliff Johnson"
"23438","1983 Cliff Pastornicky"
"23439","1983 Clint Hurdle"
"23440","1983 Craig Reynolds"
"23441","1983 Curtis Wilkerson"
"23442","1983 Dale Berra"
"23443","1983 Dale Murphy"
"23444","1983 Dallas Williams"
"23445","1983 Damaso Garcia"
"23446","1983 Dan Driessen"
"23447","1983 Dan Ford"
"23448","1983 Dan Gladden"
"23449","1983 Dan Meyer"
"23450","1983 Dan Rohn"
"23451","1983 Dane Iorg"
"23452","1983 Dann Bilardello"
"23453","1983 Danny Heep"
"23454","1983 Darnell Coles"
"23455","1983 Darrell Brown"
"23456","1983 Darrell Evans"
"23457","1983 Darrell Porter"
"23458","1983 Darren Daulton"
"23459","1983 Darryl Cias"
"23460","1983 Darryl Motley"
"23461","1983 Darryl Strawberry"
"23462","1983 Daryl Sconiers"
"23463","1983 Dave Anderson"
"23464","1983 Dave Bergman"
