"","x"
"3212","1918 Rube Marquard"
"3213","1918 Rudy Kallio"
"3214","1918 Sad Sam Jones"
"3215","1918 Scott Perry"
"3216","1918 Slim Love"
"3217","1918 Slim Sallee"
"3218","1918 Snipe Conley"
"3219","1918 Speed Martin"
"3220","1918 Stan Coveleski"
"3221","1918 Stan Rees"
"3222","1918 Tim McCabe"
"3223","1918 Tom Hughes"
"3224","1918 Tom Rogers"
"3225","1918 Tom Zachary"
"3226","1918 Ty Cobb"
"3227","1918 Urban Shocker"
"3228","1918 Vean Gregg"
"3229","1918 Vic Aldridge"
"3230","1918 Vic Keen"
"3231","1918 Vince Molyneaux"
"3232","1918 Waite Hoyt"
"3233","1918 Walt Kinney"
"3234","1918 Walter Bernhardt"
"3235","1918 Walter Johnson"
"3236","1918 Weldon Wyckoff"
"3237","1918 Wickey McAvoy"
"3238","1918 Wilbur Cooper"
"3239","1918 William Pierson"
"3240","1918 Willie Adams"
"3241","1918 Willie Mitchell"
"3242","1919 Abraham Bailey"
"3243","1919 Al Demaree"
"3244","1919 Al Mamaux"
"3245","1919 Al Schacht"
"3246","1919 Allen Russell"
"3247","1919 Allen Sothoron"
"3248","1919 Art Nehf"
"3249","1919 Art Reinhart"
"3250","1919 Babe Adams"
"3251","1919 Babe Ruth"
"3252","1919 Bernie Boland"
"3253","1919 Bert Gallia"
"3254","1919 Bill Bayne"
"3255","1919 Bill Bolden"
"3256","1919 Bill Doak"
"3257","1919 Bill Evans"
"3258","1919 Bill Grevell"
"3259","1919 Bill Hubbell"
"3260","1919 Bill James"
"3261","1919 Bill Sherdel"
"3262","1919 Bill Snyder"
"3263","1919 Bob Geary"
"3264","1919 Bob Hasty"
"3265","1919 Bob McGraw"
"3266","1919 Bob Shawkey"
"3267","1919 Bob Steele"
"3268","1919 Brad Hogg"
"3269","1919 Bullet Joe Bush"
"3270","1919 Burleigh Grimes"
"3271","1919 Carl Mays"
"3272","1919 Carl Weilman"
"3273","1919 Carmen Hill"
"3274","1919 Charlie Eckert"
"3275","1919 Charlie Jamieson"
"3276","1919 Charlie Robertson"
"3277","1919 Charlie Whitehouse"
"3278","1919 Clarence Fisher"
"3279","1919 Clarence Mitchell"
"3280","1919 Claude Hendrix"
"3281","1919 Colonel Snover"
"3282","1919 Dan Boone"
"3283","1919 Dana Fillingim"
"3284","1919 Dave Danforth"
"3285","1919 Dave Davenport"
"3286","1919 Dave Keefe"
"3287","1919 Dick Robertson"
"3288","1919 Dick Rudolph"
"3289","1919 Dickey Kerr"
"3290","1919 Doc Ayers"
"3291","1919 Dolf Luque"
"3292","1919 Dutch Leonard"
"3293","1919 Dutch Ruether"
"3294","1919 Earl Hamilton"
"3295","1919 Ed Gerner"
"3296","1919 Ed Gill"
"3297","1919 Ed Hovlik"
"3298","1919 Ed Klepfer"
"3299","1919 Eddie Cicotte"
"3300","1919 Elam Vangilder"
"3301","1919 Elmer Jacobs"
"3302","1919 Elmer Myers"
"3303","1919 Elmer Ponder"
"3304","1919 Eppa Rixey"
"3305","1919 Eric Erickson"
"3306","1919 Ernie Koob"
"3307","1919 Ernie Shore"
"3308","1919 Erskine Mayer"
"3309","1919 Ferdie Schupp"
"3310","1919 Frank Miller"
"3311","1919 Frank Shellenback"
"3312","1919 Frank Woodward"
"3313","1919 Fred Toney"
"3314","1919 Fritz Coumbe"
"3315","1919 Gene Packard"
"3316","1919 George Cunningham"
"3317","1919 George Dumont"
"3318","1919 George Mogridge"
"3319","1919 George Smith"
"3320","1919 George Uhle"
"3321","1919 George Winn"
"3322","1919 Grover Alexander"
"3323","1919 Grover Lowdermilk"
"3324","1919 Guy Morton"
"3325","1919 Hal Carlson"
"3326","1919 Hal Haid"
"3327","1919 Hank Thormahlen"
"3328","1919 Harry Courtney"
"3329","1919 Harry Harper"
"3330","1919 Harry Thompson"
"3331","1919 Harry Weaver"
"3332","1919 Herb Pennock"
"3333","1919 Hi Jasper"
"3334","1919 Hippo Vaughn"
"3335","1919 Hod Eller"
"3336","1919 Hooks Dauss"
"3337","1919 Howard Ehmke"
"3338","1919 Hugh McQuillan"
"3339","1919 Jack Quinn"
"3340","1919 Jack Scott"
"3341","1919 Jack Wisner"
"3342","1919 Jake Northrop"
"3343","1919 Jakie May"
"3344","1919 James York"
"3345","1919 Jean Dubuc"
"3346","1919 Jeff Pfeffer"
"3347","1919 Jesse Barnes"
"3348","1919 Jesse Winters"
"3349","1919 Jim Bagby"
"3350","1919 Jim Shaw"
"3351","1919 Jimmy Ring"
"3352","1919 Jimmy Zinn"
"3353","1919 Jing Johnson"
"3354","1919 Joe Benz"
"3355","1919 Joe Engel"
"3356","1919 Joe Oeschger"
"3357","1919 Joe Wood"
"3358","1919 Joel Newkirk"
"3359","1919 John Sullivan"
"3360","1919 Johnny Enzmann"
"3361","1919 Johnny Jones"
"3362","1919 Lafayette Henion"
"3363","1919 Larry Cheney"
"3364","1919 Lee Meadows"
"3365","1919 Lefty Leifield"
"3366","1919 Lefty O'Doul"
"3367","1919 Lefty Tyler"
"3368","1919 Lefty Weinert"
"3369","1919 Lefty Williams"
"3370","1919 Leon Cadore"
"3371","1919 Luke Nelson"
"3372","1919 Marv Goodwin"
"3373","1919 Mike Cantwell"
"3374","1919 Mike Kircher"
"3375","1919 Mike Prendergast"
"3376","1919 Mike Regan"
"3377","1919 Milt Watson"
"3378","1919 Molly Craft"
"3379","1919 Mule Watson"
"3380","1919 Nick Altrock"
"3381","1919 Oscar Horstmann"
"3382","1919 Oscar Tuero"
"3383","1919 Pat Martin"
"3384","1919 Pat Murray"
"3385","1919 Pat Ragan"
"3386","1919 Paul Carter"
"3387","1919 Paul Musser"
"3388","1919 Pete Schneider"
"3389","1919 Phil Douglas"
"3390","1919 Pol Perritt"
"3391","1919 Rags Faircloth"
"3392","1919 Rasty Wright"
"3393","1919 Ray Caldwell"
"3394","1919 Ray Fisher"
"3395","1919 Ray Keating"
"3396","1919 Ray Roberts"
"3397","1919 Reb Russell"
"3398","1919 Red Ames"
"3399","1919 Red Causey"
"3400","1919 Red Faber"
"3401","1919 Rip Jordan"
"3402","1919 Rolla Mapel"
"3403","1919 Rollie Naylor"
"3404","1919 Rosy Ryan"
"3405","1919 Roy Mitchell"
"3406","1919 Roy Parker"
"3407","1919 Roy Wilkinson"
"3408","1919 Rube Benton"
"3409","1919 Rube Bressler"
"3410","1919 Rube Marquard"
"3411","1919 Rudy Kallio"
"3412","1919 Sad Sam Jones"
"3413","1919 Scott Perry"
"3414","1919 Sherry Smith"
"3415","1919 Slim Love"
"3416","1919 Slim Sallee"
"3417","1919 Socks Seibold"
"3418","1919 Speed Martin"
"3419","1919 Stan Coveleski"
"3420","1919 Tom McGuire"
"3421","1919 Tom Phillips"
"3422","1919 Tom Rogers"
"3423","1919 Tom Zachary"
"3424","1919 Tony Faeth"
"3425","1919 Urban Shocker"
"3426","1919 Virgil Barnes"
"3427","1919 Waite Hoyt"
"3428","1919 Walt Kinney"
"3429","1919 Walt Smallwood"
"3430","1919 Walter Anderson"
"3431","1919 Walter Johnson"
"3432","1919 Wilbur Cooper"
"3433","1919 Will Koenigsmark"
"3434","1919 William Pierson"
"3435","1919 Willie Adams"
"3436","1919 Willie Mitchell"
"3437","1919 Win Noyes"
"3438","1920 Abraham Bailey"
"3439","1920 Adrian Lynch"
"3440","1920 Al Mamaux"
"3441","1920 Al Pierotti"
"3442","1920 Al Schacht"
"3443","1920 Allen Conkwright"
"3444","1920 Allen Russell"
"3445","1920 Allen Sothoron"
"3446","1920 Art Nehf"
"3447","1920 Babe Adams"
"3448","1920 Babe Ruth"
"3449","1920 Benn Karr"
"3450","1920 Bernie Boland"
"3451","1920 Bert Gallia"
"3452","1920 Bill Bayne"
"3453","1920 Bill Burwell"
"3454","1920 Bill Doak"
"3455","1920 Bill Hubbell"
"3456","1920 Bill Knowlton"
"3457","1920 Bill Morrisette"
"3458","1920 Bill Shanner"
"3459","1920 Bill Sherdel"
"3460","1920 Bill Snyder"
"3461","1920 Bob Clark"
"3462","1920 Bob Glenn"
"3463","1920 Bob Hasty"
"3464","1920 Bob McGraw"
"3465","1920 Bob Shawkey"
"3466","1920 Buddy Napier"
"3467","1920 Bullet Joe Bush"
"3468","1920 Bunny Hearn"
"3469","1920 Burleigh Grimes"
"3470","1920 Carl Mays"
"3471","1920 Carl Weilman"
"3472","1920 Charlie Eckert"
"3473","1920 Charlie See"
"3474","1920 Clarence Fisher"
"3475","1920 Clarence Mitchell"
"3476","1920 Claude Davenport"
"3477","1920 Claude Hendrix"
"3478","1920 Cy Fried"
"3479","1920 Dana Fillingim"
"3480","1920 Dave Keefe"
"3481","1920 Dick Niehaus"
"3482","1920 Dick Rudolph"
"3483","1920 Dickey Kerr"
"3484","1920 Dixie Davis"
"3485","1920 Doc Ayers"
"3486","1920 Dolf Luque"
"3487","1920 Duke Shirey"
"3488","1920 Duster Mails"
"3489","1920 Dutch Leonard"
"3490","1920 Dutch Ruether"
"3491","1920 Earl Hamilton"
"3492","1920 Eddie Cicotte"
"3493","1920 Eddie Eayrs"
"3494","1920 Eddie Rommel"
"3495","1920 Elam Vangilder"
"3496","1920 Elmer Jacobs"
"3497","1920 Elmer Myers"
"3498","1920 Elmer Ponder"
"3499","1920 Eppa Rixey"
"3500","1920 Eric Erickson"
"3501","1920 Ernie Alten"
"3502","1920 Ernie Shore"
"3503","1920 Ferdie Schupp"
"3504","1920 Frank Okrie"
"3505","1920 Fred Heimach"
"3506","1920 Fred Toney"
"3507","1920 Fritz Coumbe"
"3508","1920 Gary Fortune"
"3509","1920 George Boehler"
"3510","1920 George Ellison"
"3511","1920 George Gaw"
"3512","1920 George Lowe"
"3513","1920 George Lyons"
"3514","1920 George Mogridge"
"3515","1920 George Mohart"
"3516","1920 George Payne"
"3517","1920 George Scott"
"3518","1920 George Sisler"
"3519","1920 George Smith"
"3520","1920 George Uhle"
"3521","1920 Grover Alexander"
"3522","1920 Grover Lowdermilk"
"3523","1920 Gus Bono"
"3524","1920 Guy Morton"
"3525","1920 Hack Eibel"
"3526","1920 Hal Carlson"
"3527","1920 Hal Deviney"
"3528","1920 Hal Kime"
"3529","1920 Hank Thormahlen"
"3530","1920 Harry Baumgartner"
"3531","1920 Harry Biemiller"
"3532","1920 Harry Courtney"
"3533","1920 Harry Harper"
"3534","1920 Herb Pennock"
"3535","1920 Hippo Vaughn"
"3536","1920 Hod Eller"
"3537","1920 Hooks Dauss"
"3538","1920 Horace Leverette"
"3539","1920 Howard Ehmke"
"3540","1920 Huck Betts"
"3541","1920 Hugh McQuillan"
"3542","1920 Ira Townsend"
"3543","1920 Jack Coombs"
"3544","1920 Jack Quinn"
"3545","1920 Jack Scott"
"3546","1920 Jack Theis"
"3547","1920 Jack Wisner"
"3548","1920 Jakie May"
"3549","1920 Jeff Pfeffer"
"3550","1920 Jerry Conway"
"3551","1920 Jesse Barnes"
"3552","1920 Jesse Haines"
"3553","1920 Jesse Winters"
"3554","1920 Jim Bagby"
"3555","1920 Jim Shaw"
"3556","1920 Jimmie Keenan"
"3557","1920 Jimmy Ring"
"3558","1920 Jimmy Zinn"
"3559","1920 Joe Boehling"
"3560","1920 Joe Engel"
"3561","1920 Joe Gleason"
"3562","1920 Joe Jaeger"
"3563","1920 Joe Kiefer"
"3564","1920 Joe Oeschger"
"3565","1920 Joe Wood"
"3566","1920 Joel Newkirk"
"3567","1920 John Bogart"
"3568","1920 John Glaiser"
"3569","1920 John Scheneberg"
"3570","1920 John Slappey"
"3571","1920 Johnny Enzmann"
"3572","1920 Johnny Jones"
"3573","1920 Johnny Meador"
"3574","1920 Johnny Miljus"
"3575","1920 Johnny Morrison"
"3576","1920 Jose Acosta"
"3577","1920 Joseph DeBerry"
"3578","1920 Lee Meadows"
"3579","1920 Lefty Leifield"
"3580","1920 Lefty O'Doul"
"3581","1920 Lefty Tyler"
"3582","1920 Lefty Weinert"
"3583","1920 Lefty Williams"
"3584","1920 Leo Townsend"
"3585","1920 Leon Cadore"
"3586","1920 Leon Carlson"
"3587","1920 Lou North"
"3588","1920 Lou Vedder"
"3589","1920 Lyle Bigbee"
"3590","1920 Lynn Brenton"
"3591","1920 Marv Goodwin"
"3592","1920 Mike Cantwell"
"3593","1920 Mike Kircher"
"3594","1920 Monty Swartz"
"3595","1920 Mule Watson"
"3596","1920 Mutt Wilson"
"3597","1920 Norman Glaser"
"3598","1920 Oscar Tuero"
"3599","1920 Pat Martin"
"3600","1920 Paul Carter"
"3601","1920 Percy Jones"
"3602","1920 Phil Douglas"
"3603","1920 Pol Perritt"
"3604","1920 Ray Caldwell"
"3605","1920 Ray Fisher"
"3606","1920 Ray Richmond"
"3607","1920 Red Causey"
"3608","1920 Red Cox"
"3609","1920 Red Faber"
"3610","1920 Red Oldham"
"3611","1920 Rip Collins"
"3612","1920 Rollie Naylor"
"3613","1920 Rosy Ryan"
"3614","1920 Roy Crumpler"
"3615","1920 Roy Moore"
"3616","1920 Roy Sanders"
"3617","1920 Roy Wilkinson"
"3618","1920 Rube Benton"
"3619","1920 Rube Bressler"
"3620","1920 Rube Marquard"
"3621","1920 Sad Sam Jones"
"3622","1920 Scott Perry"
"3623","1920 Sheriff Blake"
"3624","1920 Sherry Smith"
"3625","1920 Shovel Hodge"
"3626","1920 Slim Harriss"
"3627","1920 Slim Love"
"3628","1920 Slim Sallee"
"3629","1920 Speed Martin"
"3630","1920 Spencer Heath"
"3631","1920 Stan Coveleski"
"3632","1920 Ted Turner"
"3633","1920 Tim Murchison"
"3634","1920 Tom Grubbs"
"3635","1920 Tom Zachary"
"3636","1920 Tony Faeth"
"3637","1920 Urban Shocker"
"3638","1920 Virgil Barnes"
"3639","1920 Virgil Cheeves"
"3640","1920 Waite Hoyt"
"3641","1920 Walt Kinney"
"3642","1920 Walt Schulz"
"3643","1920 Walter Johnson"
"3644","1920 Whitey Glazner"
"3645","1920 Wilbur Cooper"
"3646","1921 Abraham Bailey"
"3647","1921 Al Mamaux"
"3648","1921 Al Pierotti"
"3649","1921 Al Schacht"
"3650","1921 Alex Ferguson"
"3651","1921 Allen Russell"
"3652","1921 Allen Sothoron"
"3653","1921 Arlas Taylor"
"3654","1921 Art Nehf"
"3655","1921 Babe Adams"
"3656","1921 Babe Ruth"
"3657","1921 Benn Karr"
"3658","1921 Bernie Boland"
"3659","1921 Bernie Henderson"
"3660","1921 Bert Cole"
"3661","1921 Bill Bailey"
"3662","1921 Bill Barrett"
"3663","1921 Bill Bayne"
"3664","1921 Bill Bishop"
"3665","1921 Bill Burwell"
"3666","1921 Bill Doak"
"3667","1921 Bill Hubbell"
"3668","1921 Bill Hughes"
"3669","1921 Bill Pertica"
"3670","1921 Bill Piercy"
"3671","1921 Bill Sherdel"
"3672","1921 Bob Clark"
"3673","1921 Bob Geary"
"3674","1921 Bob Hasty"
"3675","1921 Bob Shawkey"
"3676","1921 Buck Freeman"
"3677","1921 Buddy Napier"
"3678","1921 Bugs Morris"
"3679","1921 Bullet Joe Bush"
"3680","1921 Burleigh Grimes"
"3681","1921 Carl Holling"
"3682","1921 Carl Mays"
"3683","1921 Charlie Blackburn"
"3684","1921 Chief Yellowhorse"
"3685","1921 Clarence Mitchell"
"3686","1921 Claude Jonnard"
"3687","1921 Cliff Markle"
"3688","1921 Clint Rogge"
"3689","1921 Curt Fullerton"
"3690","1921 Cy Morgan"
"3691","1921 Cy Twombly"
"3692","1921 Dan Boone"
"3693","1921 Dana Fillingim"
"3694","1921 Dave Keefe"
"3695","1921 Dickey Kerr"
"3696","1921 Dixie Davis"
"3697","1921 Doc Ayers"
"3698","1921 Dolf Luque"
"3699","1921 Dominic Mulrenan"
"3700","1921 Doug McWeeny"
"3701","1921 Drew Rader"
"3702","1921 Duke Sedgwick"
"3703","1921 Duster Mails"
"3704","1921 Dutch Henry"
"3705","1921 Dutch Leonard"
"3706","1921 Dutch Ruether"
"3707","1921 Earl Hamilton"
"3708","1921 Eddie Eayrs"
"3709","1921 Eddie Rommel"
"3710","1921 Elam Vangilder"
"3711","1921 Elmer Myers"
"3712","1921 Elmer Ponder"
"3713","1921 Emilio Palmero"
"3714","1921 Eppa Rixey"
"3715","1921 Eric Erickson"
"3716","1921 Ernie Neitzke"
"3717","1921 Ferdie Schupp"
"3718","1921 Frank Woodward"
"3719","1921 Fred Heimach"
"3720","1921 Fred Toney"
"3721","1921 Fritz Coumbe"
"3722","1921 Garland Braxton"
"3723","1921 George Boehler"
"3724","1921 George Mogridge"
"3725","1921 George Mohart"
"3726","1921 George Smith"
"3727","1921 George Stueland"
"3728","1921 George Uhle"
"3729","1921 Grover Alexander"
"3730","1921 Guy Morton"
"3731","1921 Hal Carlson"
"3732","1921 Hank Thormahlen"
"3733","1921 Harry Courtney"
"3734","1921 Harry Harper"
"3735","1921 Harvey Freeman"
"3736","1921 Herb Pennock"
"3737","1921 Hippo Vaughn"
"3738","1921 Hod Eller"
"3739","1921 Hooks Dauss"
"3740","1921 Horace Fenner"
"3741","1921 Howard Ehmke"
"3742","1921 Huck Betts"
"3743","1921 Hugh McQuillan"
"3744","1921 Ira Townsend"
"3745","1921 Jack Quinn"
"3746","1921 Jack Scott"
"3747","1921 Jack Wieneke"
"3748","1921 Jakie May"
"3749","1921 James York"
"3750","1921 Jeff Pfeffer"
"3751","1921 Jesse Barnes"
"3752","1921 Jesse Haines"
"3753","1921 Jesse Petty"
"3754","1921 Jesse Winters"
"3755","1921 Jim Bagby"
"3756","1921 Jim Middleton"
"3757","1921 Jim Shaw"
"3758","1921 Jim Sullivan"
"3759","1921 Jim Walsh"
"3760","1921 Jimmie Keenan"
"3761","1921 Jimmy Ring"
"3762","1921 Jimmy Zinn"
"3763","1921 Joe Oeschger"
"3764","1921 John Michaelson"
"3765","1921 John Russell"
"3766","1921 Johnny Cooney"
"3767","1921 Johnny Miljus"
"3768","1921 Johnny Morrison"
"3769","1921 Jose Acosta"
"3770","1921 Joseph DeBerry"
"3771","1921 Kaiser Wilhelm"
"3772","1921 Lee Meadows"
"3773","1921 Lee Thompson"
"3774","1921 Lefty Clarke"
"3775","1921 Lefty Stewart"
"3776","1921 Lefty Tyler"
"3777","1921 Lefty Weinert"
"3778","1921 Leo Townsend"
"3779","1921 Leon Cadore"
"3780","1921 Lou North"
"3781","1921 Lum Davenport"
"3782","1921 Lyle Bigbee"
"3783","1921 Lynn Brenton"
"3784","1921 Marv Goodwin"
"3785","1921 Mike Kircher"
"3786","1921 Mule Watson"
"3787","1921 Nemo Gaines"
"3788","1921 Nick Cullop"
"3789","1921 Ollie Hanson"
"3790","1921 Oscar Fuhr"
"3791","1921 Percy Jones"
"3792","1921 Pete Donohue"
"3793","1921 Petie Behan"
"3794","1921 Phil Douglas"
"3795","1921 Phil Morrison"
"3796","1921 Pol Perritt"
"3797","1921 Ralph Miller"
"3798","1921 Ray Caldwell"
"3799","1921 Ray Gordinier"
"3800","1921 Ray Kolp"
"3801","1921 Ray Miner"
"3802","1921 Ray Richmond"
"3803","1921 Red Bird"
"3804","1921 Red Causey"
"3805","1921 Red Faber"
"3806","1921 Red Oldham"
"3807","1921 Red Shea"
"3808","1921 Rip Collins"
"3809","1921 Rip Wheeler"
"3810","1921 Rollie Naylor"
"3811","1921 Rosy Ryan"
"3812","1921 Roy Moore"
"3813","1921 Roy Walker"
"3814","1921 Roy Wilkinson"
"3815","1921 Rube Benton"
"3816","1921 Rube Marquard"
"3817","1921 Russell Pence"
"3818","1921 Sad Sam Jones"
"3819","1921 Sam Dodge"
"3820","1921 Sarge Connally"
"3821","1921 Scott Perry"
"3822","1921 Sherry Smith"
"3823","1921 Shovel Hodge"
"3824","1921 Slicker Parks"
"3825","1921 Slim Harriss"
"3826","1921 Slim Sallee"
"3827","1921 Speed Martin"
"3828","1921 Stan Baumgartner"
"3829","1921 Stan Coveleski"
"3830","1921 Suds Sutherland"
"3831","1921 Ted Odenwald"
"3832","1921 Tink Riviere"
"3833","1921 Tom Phillips"
"3834","1921 Tom Rogers"
"3835","1921 Tom Sheehan"
"3836","1921 Tom Zachary"
"3837","1921 Tony Kaufmann"
"3838","1921 Urban Shocker"
"3839","1921 Vance McIlree"
"3840","1921 Vic Keen"
"3841","1921 Virgil Cheeves"
"3842","1921 Waite Hoyt"
"3843","1921 Walter Johnson"
"3844","1921 Walter Wolf"
"3845","1921 Walter Zink"
"3846","1921 Whitey Glazner"
"3847","1921 Wilbur Cooper"
"3848","1922 Al Mamaux"
"3849","1922 Al Yeargin"
"3850","1922 Alex Ferguson"
"3851","1922 Allen Russell"
"3852","1922 Allen Sothoron"
"3853","1922 Art Decatur"
"3854","1922 Art Nehf"
"3855","1922 Babe Adams"
"3856","1922 Benn Karr"
"3857","1922 Bert Cole"
"3858","1922 Bill Bailey"
"3859","1922 Bill Bayne"
"3860","1922 Bill Doak"
"3861","1922 Bill Hubbell"
"3862","1922 Bill Pertica"
"3863","1922 Bill Piercy"
"3864","1922 Bill Sherdel"
"3865","1922 Bob Hasty"
"3866","1922 Bob Shawkey"
"3867","1922 Bonnie Hollingsworth"
"3868","1922 Buck Freeman"
"3869","1922 Bullet Joe Bush"
"3870","1922 Burleigh Grimes"
"3871","1922 Cactus Keck"
"3872","1922 Carl Holling"
"3873","1922 Carl Mays"
"3874","1922 Carmen Hill"
"3875","1922 Charlie Eckert"
"3876","1922 Charlie Jamieson"
"3877","1922 Charlie Robertson"
"3878","1922 Chief Yellowhorse"
"3879","1922 Chief Youngblood"
"3880","1922 Clarence Mitchell"
"3881","1922 Claude Jonnard"
"3882","1922 Clem Llewellyn"
"3883","1922 Cliff Markle"
"3884","1922 Clint Blume"
"3885","1922 Clyde Barfoot"
"3886","1922 Curly Ogden"
"3887","1922 Curt Fullerton"
"3888","1922 Cy Morgan"
"3889","1922 Cy Warmoth"
"3890","1922 Dan Boone"
"3891","1922 Dana Fillingim"
"3892","1922 Dave Danforth"
"3893","1922 Dave Keefe"
"3894","1922 Dazzy Vance"
"3895","1922 Dewey Metivier"
"3896","1922 Dick McCabe"
"3897","1922 Dick Rudolph"
"3898","1922 Dixie Davis"
"3899","1922 Doc Hamann"
"3900","1922 Dolf Luque"
"3901","1922 Doug McWeeny"
"3902","1922 Duster Mails"
"3903","1922 Dutch Henry"
"3904","1922 Dutch Ruether"
"3905","1922 Earl Hamilton"
"3906","1922 Ed Morris"
"3907","1922 Eddie Dyer"
"3908","1922 Eddie Rommel"
"3909","1922 Elam Vangilder"
"3910","1922 Elmer Myers"
"3911","1922 Emmett Bowles"
"3912","1922 Epp Sell"
"3913","1922 Eppa Rixey"
"3914","1922 Eric Erickson"
"3915","1922 Ernie Cox"
"3916","1922 Ferdie Schupp"
"3917","1922 Frank Mack"
"3918","1922 Frank Miller"
"3919","1922 Frank Woodward"
"3920","1922 Fred Fussell"
"3921","1922 Fred Heimach"
"3922","1922 Fred Johnson"
"3923","1922 Fred Toney"
"3924","1922 Garland Braxton"
"3925","1922 Gene Lansing"
"3926","1922 George Edmondson"
"3927","1922 George Mogridge"
"3928","1922 George Murray"
"3929","1922 George Smith"
"3930","1922 George Stueland"
"3931","1922 George Uhle"
"3932","1922 George Winn"
"3933","1922 Gorham Leverett"
"3934","1922 Grover Alexander"
"3935","1922 Gus Ketchum"
"3936","1922 Guy Morton"
"3937","1922 Hal Carlson"
"3938","1922 Harry Courtney"
"3939","1922 Harry Hulihan"
"3940","1922 Harry O'Neill"
"3941","1922 Harry Shriver"
"3942","1922 Heinie Meine"
"3943","1922 Herb Pennock"
"3944","1922 Herman Pillette"
"3945","1922 Homer Blankenship"
"3946","1922 Hooks Dauss"
"3947","1922 Howard Ehmke"
"3948","1922 Hub Pruett"
"3949","1922 Huck Betts"
"3950","1922 Hugh McQuillan"
"3951","1922 Jack Fournier"
"3952","1922 Jack Knight"
"3953","1922 Jack Quinn"
"3954","1922 Jack Scott"
"3955","1922 James Edwards"
"3956","1922 Jeff Pfeffer"
"3957","1922 Jesse Barnes"
"3958","1922 Jesse Haines"
"3959","1922 Jesse Winters"
"3960","1922 Jim Bagby"
